code	name	day	period	start_date	weeks	location	venue	places_available	full_fee	remitted_fee
U1NAC327D0	Dementia-Intro for Carers And Relatives	Thursday	Evening	18/06/2015	1	Northampton	The Northampton Academy	15	£10.00	£7.50
U1NAC353D0	NLP - Positive Changes	Thursday	Evening	18/06/2015	1	Northampton	The Northampton Academy	15	£10.00	£7.50
U5NWM522D2	Reiki Level II - Certificated	Saturday	Morning	20/06/2015	2	Northampton	Abington Bowling Club	8	£100.00	£100.00
U1NFR571A0	Sketching Out Of Doors	Saturday	Morning	20/06/2015	1	Northampton	Far Cotton Recreation Centre	12	£35.00	£12.50
U1NBC509D0	Reflexology - Talking Feet	Saturday	Morning	20/06/2015	1	Northampton	Abington Bowling Club	11	£30.00	£11.25
U1OFH560A1	Feltwork: Introduction To Needle And Wet	Saturday	Morning	20/06/2015	1	East Northants - Oundle	Fletton House	12	£43.00	£20.50
U1NCC552D0	Intro To Confidence & Self Esteem	Saturday	Morning	20/06/2015	1	Northampton	Caroline Chisholm School	12	£30.00	£11.25
U1NCC577A0	Balti Banquet - All Things Spice	Saturday	Morning	20/06/2015	1	Northampton	Caroline Chisholm School	12	£35.00	£12.50
U1BTH500A0	Jewellery Using Seed Beads	Saturday	Morning	20/06/2015	1	Brackley	The Hub Youth Cafe	11	£35.00	£12.50
U1TTF504A0	Beaded Jewellery Making	Saturday	Morning	20/06/2015	1	South Northants - Towcester	The Forum, Towcester	12	£32.00	£9.08
U1TTF523D0	Mindfulness - Reduce Stress Levels	Saturday	Morning	20/06/2015	1	South Northants - Towcester	The Forum, Towcester	12	£30.00	£11.25
U1NOP502C0	Ballet Barre Body Conditioning Taster	Saturday	Afternoon	20/06/2015	1	Northampton	Overstone Park	12	£10.00	£7.50
U1KBA516D0	Aromatherapy And Massage Techniques	Saturday	Morning	20/06/2015	1	Kettering	Buccleuch Academy	12	£30.00	£11.25
U1DVM529A1	Starting To Draw And Paint - Beginners	Saturday	Morning	20/06/2015	1	Daventry	Daventry Methodist Church Rooms	12	£35.00	£12.50
U1DVM599B0	Buying And Selling On Ebay	Saturday	Morning	20/06/2015	1	Daventry	Daventry Methodist Church Rooms	6	£30.00	£11.25
U1NCC155D0	Make-Up Special Effect - Zombies	Tuesday	Evening	23/06/2015	1	Northampton	Caroline Chisholm School	10	£13.00	£10.50
U1KOB121A0	Landscape 2	Tuesday	Morning	23/06/2015	1	East Northants	Old Brewery Studios	12	£87.50	£25.63
U1OTH370A0	Wine Tasting Experience (Inc Lunch)	Thursday	Morning	25/06/2015	1	East Northants	The Talbot Hotel	12	£60.00	£37.08
U1NAC313D0	Henna Painting - Neck / Arm Designs	Thursday	Evening	25/06/2015	1	Northampton	The Northampton Academy	10	£15.00	£11.25
U1WCH548A0	Cake Decoration For Total Beginners	Saturday	Morning	27/06/2015	2	Wellingborough	Sir Christopher Hatton Academy	12	£91.00	£46.00
U1NDS546A0	Perfect Paella	Saturday	Morning	27/06/2015	1	Northampton	The Duston School	12	£35.00	£12.50
U1NCC554D0	Managing Your Stress	Saturday	Morning	27/06/2015	1	Northampton	Caroline Chisholm School	12	£30.00	£11.25
U1TWO555A0	Portraits: Charcoal & Pencil	Saturday	Morning	27/06/2015	1	South Northants - Towcester	The Forum, Towcester	12	£45.00	£21.50
U1TCK590B1	Creative Writing - Beginners	Saturday	Morning	27/06/2015	1	Kettering	Buccleuch Academy	16	£35.00	£12.50
U1NAC523D0	Autism - School Transitioning	Saturday	Morning	27/06/2015	1	Northampton	The Northampton Academy	15	£30.00	£11.25
U1KBA594B0	Astronomy For Beginners	Saturday	Morning	27/06/2015	1	Kettering	Buccleuch Academy	10	£35.00	£12.50
U1WLM002A0	Textile Art - Experimentation	Monday	Evening	29/06/2015	4	Wellingborough	Wellingborough Museum	12	£55.00	£25.00
U1NAC039D0	Hair - Adv. Creative Hair Styling/Block	Monday	Evening	29/06/2015	1	Northampton	The Northampton Academy	10	£12.50	£9.38
U1KOB154A0	Portrait 2	Tuesday	Morning	30/06/2015	1	East Northants	Old Brewery Studios	12	£97.50	£35.63
U1NBC273D0	Infant And Child Resuscitation	Wednesday	Evening	01/07/2015	1	Northampton	Abington Bowling Club	10	£12.50	£9.38
S1NDS000B0	Drama - An Introduction	Thursday	Evening	02/07/2015	5	Northampton	The Duston School	6	£50.00	£11.80
U1TTF345D0	Dementia-Intro for Carers And Relatives	Thursday	Evening	02/07/2015	1	South Northants - Towcester	The Forum, Towcester	15	£10.00	£7.50
U1NAC354D0	NLP - Preparing For Retirement	Thursday	Evening	02/07/2015	1	Northampton	The Northampton Academy	15	£10.00	£7.50
U1NWM534D0	Thai Compression Massage-Back Only	Saturday	Morning	04/07/2015	1	Northampton	Abington Bowling Club	8	£30.00	£11.25
U1NWM576D0	Waxing For Beauty - An Intro To	Saturday	Morning	04/07/2015	1	Northampton	Abington Bowling Club	8	£35.00	£16.25
U1NFP501D0	Colour Style and Image Review	Saturday	Morning	04/07/2015	1	Northampton	The Four Pears	10	£60.00	£25.00
U1OFH571A0	Watercolour Painting Day	Saturday	Morning	04/07/2015	1	East Northants - Oundle	Fletton House	12	£35.00	£12.50
U1NCC547D0	Theatrical Make-Up Effects	Saturday	Morning	04/07/2015	1	Northampton	Caroline Chisholm School	10	£34.00	£15.25
U1CKP501D0	Mindfulness - Reduce Stress Levels	Saturday	Morning	04/07/2015	1	Corby	Brooke Weston	12	£30.00	£11.25
U1TTF597B1	Astrophotography	Saturday	Morning	04/07/2015	1	South Northants - Towcester	The Forum, Towcester	10	£35.00	£12.50
U1TCK567A0	Life Drawing Day	Saturday	Morning	04/07/2015	1	Kettering	Buccleuch Academy	12	£55.00	£32.50
U1NAC505D0	Hair - Basic Long Hair Styling - Block	Saturday	Morning	04/07/2015	1	Northampton	The Northampton Academy	10	£15.00	£11.25
U1DWL505C0	Archery For Parent And Child	Saturday	Morning	04/07/2015	1	Kettering	West Lodge Rural Centre	10	£35.00	£12.50
U1GRH593B0	Creative Writing - Editing Your Fiction	Saturday	Morning	04/07/2015	1	Wellingborough - Others	Grendon Hall	16	£35.00	£12.50
U5NWM606D3	Reiki Level III - Certificated	Sunday	Morning	05/07/2015	2	Northampton	Abington Bowling Club	8	£100.00	£100.00
U1NBC001D3	First Aid At Work Certificate - Level 3	Monday	Morning	06/07/2015	1	Northampton	Abington Bowling Club	10	£137.50	£53.13
U1NBC095D0	Pilates For Back Care	Monday	Morning	06/07/2015	1	Northampton	Abington Bowling Club	11	£5.00	£3.75
U1KOB101A0	Summer Wild Flowers	Tuesday	Morning	07/07/2015	1	East Northants	Old Brewery Studios	12	£87.50	£25.63
U1NLI573C0	Tai Chi - Fan Form Taster - New	Saturday	Morning	11/07/2015	1	Northampton	Limelight Theatre School	12	£9.00	£5.00
U1NCC543D0	Indian Head Massage For Pairs	Saturday	Morning	11/07/2015	1	Northampton	Caroline Chisholm School	12	£30.00	£11.25
U1BSP578A1	Digital Photography For Beginners Day	Saturday	Morning	11/07/2015	1	Brackley	The Hub Youth Cafe	12	£35.00	£12.50
U1BTH597B0	Creative Writing - Writing Genres	Saturday	Morning	11/07/2015	1	Brackley	The Hub Youth Cafe	16	£35.00	£12.50
